Long Green Pepper,1,unit
Sour Cream,3,TBSP
Hot Sauce,1,tsp
Ground Beef,10,oz
Southwest Spice Blend,1,TBSP
Green Salsa,7,oz
Tortillas,9,unit
Mexican Cheese Blend,0.5,Cup
