Italian Seasoning,1,TBSP
Onion,1,unit
Sweet Potato,1,unit
Kale,4,oz
Italian Chicken Sausage Mix,9,oz
Chicken Stock Concentrates,2,Cup
Demi-Baguette,1,unit
Parmesan Cheese,3,TBSP
