Zucchini,1,unit
Garlic,1,Clove
Cilantro,0.25,oz
Jasmine Rice,0.5,Cup
Cumin,1,tsp
Pepitas,0.75,oz
Chicken Cutlets,10,oz
Southwest Spice Blend,1,TBSP
Smoky Red Pepper Crema,2,TBSP
Sour Cream,1.5,TBSP
