Long Green Pepper,1,unit
Sour Cream,3,TBSP
Cream Cheese,4,TBSP
Hot Sauce,2,tsp
Ground Beef,10,oz
Beef Stock Concentrate,6,TBSP
Flour Tortillas,2,unit
Cheddar Cheese,0.5,Cup
