Turmeric,1,tsp
Jasmine Rice,0.5,Cup
Chicken Stock Concentrate,2,Cup
Scallions,2,unit
Tomato,1,unit
Sour Cream,1.5,TBSP
Mayonnaise,2,TBSP
Garlic Powder,1,tsp
Diced Chicken Thighs,10,oz
Shawarma Spice Blend,2,unit
Whole Wheat Pitas,1,tsp
Hot Sauce,1,tsp
