Jasmine Rice,0.75,Cup
Tomato,1,unit
Red Onion,1,unit
Lime,0.25,oz
Cilantro,1,unit
Jalapeno,1,unit
Bell Pepper,1,unit
Bavette Steak,10,oz
Fajita Spice Blend,1,TBSP
Beef Stock Concentrate,1,Cup
Tortillas,6,unit
Guacamole,0.5,Cup
Smoky Red Pepper Crema,4,TBSP
