Ginger,1,Thumb
Garlic,1,Clove
Scallion,2,unit
Soy Sauce,2,TBSP
Shallot,1,unit
Chicken Stock Concentrate,1,Cup
Jasmine Rice,0.5,Cup
Pork Filet,10,oz
Fry Seasoning,1,TBSP
Apricot Jam,1,TBSP
Balsamic Vinegar,5,tsp
Green Beans,6,oz
Sesame Oil,1,TBSP
