Jasmine Rice,.75,Cup
Bell Pepper,1,unit
Lime,1,unit
Cilantro,.25,oz
Tofu,1,package
Garlic Powder,1,tsp
Curry Powder,1,TBSP
Coconut Milk,1,can 
Veggie Stock,1,Cup
Sweet Thai Chili Sauce,1,oz
Chili Flakes,1,tsp
