Broccoli Florets,8,oz
Shallot,1,unit
Zucchini,1,unit
Sun-Dried Tomatoes,3,oz
Parsley,0.25,oz
Italian Seasoning,1,TBSP
Penne Pasta,6,oz
Garlic Powder,1,tsp
Crushed Tomatoes,13.76,oz
Mushroom Stock Concentrate,1,Cup
