Onion,1,unit
Potatoes,12,oz
OLD BAV® Seasoning,0.5,tsp
Mayonnaise,2,TBSP
Ketchup,0.5,TBSP
Dijon Mustard,2,tsp
Ground Beef,10,oz
White Cheddar Cheese,0.5,Cup
Potato Buns,2,unit
